구분,학년,수강학과,수강번호,교과목명,학점,시간,담당교수,강의시간,강의실,소영역,비고
,,법학,2245,민사소송법(1),3,3-0-0,강태원 공공인재-1313 전선 N,화(13:30-14:45) | 목(15:00-16:15),,,
,,법학,2246,상표법,3,3-0-0,최진원 공공인재-131 N,월(15:00-16:15) | 수(13:30-14:45),,,
,,법학,2247,노동법,3,2-0-1,미선임 공공인재-2304 전선,수(09:00-10:15) | 수(10:30-11:45),실무교,,과목 N
,,법학,2248,행정쟁송법,3,2-0-1,미선임 공공인재-230,월(09:00-10:15) | 월(10:30-11:45),실무교 강의실,,과목 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고
,,법학,4055,법학개론,3,3-0-0,최진원 공공인재-1311 전선 합)공 직법무 Y,월(13:30-14:45) | 수(15:00-16:15),,,
,,법학,4056,헌법입문,3,3-0-0,정극원 공공인재-230 합)공 직법무 Y,월(15:00-16:15) | 수(13:30-14:45),,,
,,법학,4057,물권법,3,3-0-0,장병주 공공인재-2402 전선 합)공 직법무 Y,월(10:30-11:45) | 수(09:00-10:15),,,
,,법학,4058,상법총론,3,3-0-0,이승환 공공인재-230 합)공 직법무 Y,월(13:30-14:45) | 수(15:00-16:15),,,
,,법학,4059,행정법총론,3,3-0-0,공공인재-131 합)공 직법무 Y,화(09:00-10:15) | 목(10:30-11:45),,,이상학
,,법학,4060,행정법총론,3,3-0-0,공공인재-131 합)공 직법무 Y,월(10:30-11:45) | 수(09:00-10:15),,,이상학
,,법학,4061,형법,3,2-0-1,김현조 공공인재-230 합)공 직법무 Y,금(09:00-10:15) | 금(10:30-11:45),,,
,,법학,4062,계약법,3,3-0-0,장병주 공공인재-1203 전선 합)공 공안전 Y,화(13:30-14:45) | 목(15:00-16:15),,,
,,법학,4063,국제관계법(1),3,3-0-0,최철영 공공인재-230 합)공 공안전 Y,화(10:30-11:45) | 목(09:00-10:15),,,
,,법학,4064,사회복지법제와실천,3,2-0-1,윤민화,화(13:30-14:45) | 목(15:00-16:15),사과1관-1411,,합)청 소년상 Y
,,법학,4065,사회복지법제와실천,3,2-0-1,임소연,화(10:30-11:45) | 목(09:00-10:15),사과1관-1405,,합)청 소년상 Y
,,법학,4066,사회복지법제와실천,3,2-0-1,임소연,화(12:00-13:15) | 목(12:00-13:15),사과1관-1504,,합)청 소년상 Y
,,법학,4067,형법연습,3,2-0-1,미선임 공공인재-2304 전선 합)공 공안전 Y,화(09:00-10:15) | 목(10:30-11:45),,,
,,법학,4068,민법개론,3,3-0-0,장병주 공공인재-120 합)공 공안전 Y,화(15:00-16:15) | 목(13:30-14:45),,,
,,법학,4069,소비자보호법,3,3-0-0,"이승환 공공인재-230 합)공 공안전 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2.",월(15:00-16:15) | 수(13:30-14:45),강의실 강의실,,위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 법학부(법학전공) 경찰학부(경찰행정학전공) 학년 구분 수강학과 수강 교수 강의시간 비고
,,경찰행정,2249,현대사회와범죄,3,3-0-0,기광도 공공인재-2401 전선 N,화(09:00-10:15) | 목(10:30-11:45),,,
,,경찰행정,2250,현대사회와범죄,3,3-0-0,장민환 공공인재-230 N,화(09:00-10:15) | 목(10:30-11:45),,,
,,경찰행정,2251,법학개론(1),3,3-0-0,박기석 공공인재-230 N,금(10:30-11:45) | 금(12:00-13:15),,,
,,경찰행정,2252,법학개론(1),3,3-0-0,지유미 공공인재-230 N,화(10:30-11:45) | 목(09:00-10:15),,,
,,경찰행정,2253,헌법(1),3,3-0-0,미선임 공공인재-2302 전선 N,목(13:30-14:45) | 목(15:00-16:15),,,
,,경찰행정,2254,형법(1),3,3-0-0,지유미 공공인재-230 N,월(15:00-16:15) | 수(13:30-14:45),,,
,,경찰행정,2255,범죄학,3,3-0-0,기광도 공공인재-240 N,화(10:30-11:45) | 목(09:00-10:15),,,
,,경찰행정,2256,경찰학(2),3,3-0-0,N,월(10:30-11:45) | 수(09:00-10:15),공공인재-강당,,김상호
,,경찰행정,2257,경찰무도(1),3,2-0-1,미선임 공공인재-230,화(15:00-16:15) | 화(16:30-17:45),실무교,,과목 N
,,경찰행정,2258,범죄심리학,3,3-0-0,박여주 공공인재-2403 전선 N,월(12:00-13:15) | 수(12:00-13:15),,,
,,경찰행정,2259,행정법(1),3,3-0-0,미선임,화(13:30-14:45) | 화(15:00-16:15),공공인재-강당,,N
,,경찰행정,2260,형법(3),3,3-0-0,지유미 공공인재-230 N,월(13:30-14:45) | 수(15:00-16:15),,,
,,경찰행정,2261,경찰수사론,3,2-0-1,장민환 공공인재-230,월(09:00-10:15) | 수(10:30-11:45),실무교,,과목 N
,,경찰행정,2262,경찰수사론,3,2-0-1,장민환 공공인재-230,화(10:30-11:45) | 목(09:00-10:15),실무교,,과목 N
,,경찰행정,2263,경찰교통론,3,3-0-0,장민환 공공인재-230 N,월(10:30-11:45) | 수(09:00-10:15),,,
,,경찰행정,2264,경찰관리론,3,3-0-0,N,화(09:00-10:15) | 목(10:30-11:45),공공인재-강당,,김상호
,,경찰행정,2265,경찰과사회,3,3-0-0,전선 DU∼,,DU∼MOOC4 MOO,,김상호 N
,,경찰행정,2266,형사정책론,3,3-0-0,기광도 공공인재-240 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간,월(13:30-14:45) | 수(15:00-16:15),강의실,,비고
,,경찰행정,4070,시민사회론,3,3-0-0,채홍호 공공인재-230 합)자 치경찰 Y,수(10:30-11:45) | 수(12:00-13:15),,,
,,경찰행정,4071,경찰윤리와혁신,3,3-0-0,공공인재-240 합)자 치경찰 Y,화(15:00-16:15) | 목(13:30-14:45),,,함요상
,,경찰행정,4072,정부규제와공공서비스,,,"론 3 3-0-0 김정렬 공공인재-230 합)자 치경찰 Y 경찰학부(경찰행정학전공) 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2.",화(13:30-14:45) | 목(15:00-16:15),강의실 강의실,,위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 경찰학부(자치경찰학전공) 학년 구분 수강학과 수강 교수 강의시간 비고
,,자치경찰,2267,법학개론,3,3-0-0,박여주 공공인재-2401 전선 N,월(10:30-11:45) | 수(09:00-10:15),,,
,,자치경찰,2268,경찰학(1),3,3-0-0,공공인재-240 N,월(09:00-10:15) | 수(10:30-11:45),,,김상호
,,자치경찰,2269,범죄학,3,3-0-0,박여주 공공인재-2402 전선 블렌디 N,화(10:30-11:45),,,드러닝
,,자치경찰,2270,경찰조직관리론,3,3-0-0,공공인재-230 N,월(13:30-14:45) | 수(15:00-16:15),,,함요상
,,자치경찰,2271,경찰연구방법론,3,3-0-0,박기묵 공공인재-120 N,월(10:30-11:45) | 수(09:00-10:15),,,
,,자치경찰,2272,형사소송법(1),3,2-0-1,김주원 공공인재-1113 전선,목(13:30-14:45) | 목(15:00-16:15),실무교,,과목 N
,,자치경찰,2273,경찰교통론,3,3-0-0,공공인재-240 N,월(13:30-14:45) | 월(15:00-16:15),,,김상열
,,자치경찰,2274,경찰생활안전론,3,3-0-0,박여주 공공인재-230,화(09:00-10:15) | 목(10:30-11:45),실무교,,과목 N
,,자치경찰,2275,시민사회론,3,3-0-0,채홍호 공공인재-2304 전선 N,수(10:30-11:45) | 수(12:00-13:15),,,
,,자치경찰,2276,경찰윤리와혁신,3,3-0-0,공공인재-240 N,화(15:00-16:15) | 목(13:30-14:45),,,함요상
,,자치경찰,2277,정부규제와공공서비스,,,론 3 3-0-0 김정렬 공공인재-230 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간,화(13:30-14:45) | 목(15:00-16:15),강의실,,비고
,,자치경찰,4073,경찰무도(1),3,2-0-1,미선임 공공인재-2302 전선 합)경 찰행정 Y,화(15:00-16:15) | 화(16:30-17:45),,,
,,자치경찰,4074,범죄심리학,3,3-0-0,박여주 공공인재-2403 전선 합)경 찰행정 Y,월(12:00-13:15) | 수(12:00-13:15),,,
,,자치경찰,4075,경찰수사론,3,2-0-1,장민환 공공인재-230 합)경 찰행정 Y,월(09:00-10:15) | 수(10:30-11:45),,,
,,자치경찰,4076,경찰수사론,3,2-0-1,장민환 공공인재-230 합)경 찰행정 Y,화(10:30-11:45) | 목(09:00-10:15),,,
,,자치경찰,4077,경찰관리론,3,3-0-0,합)경,화(09:00-10:15) | 목(10:30-11:45),공공인재-강당,,김상호 찰행정 Y
,,자치경찰,4078,경찰과사회,3,3-0-0,전선 합)경,,DU∼MOOC4,,김상호 찰행정 Y
,,자치경찰,4079,형사정책론,3,3-0-0,"기광도 공공인재-240 합)경 찰행정 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2.",월(13:30-14:45) | 수(15:00-16:15),강의실 강의실,,위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 법학부(공공안전법학전공) 학년 구분 수강학과 수강 교수 강의시간 비고
,,공공안전법,2278,민사소송법(1),3,3-0-0,강태원 공공인재-1313 전선 N,화(15:00-16:15) | 목(13:30-14:45),,,
,,공공안전법,2279,계약법,3,3-0-0,장병주 공공인재-120 N,화(13:30-14:45) | 목(15:00-16:15),,,
,,공공안전법,2280,국제관계법(1),3,3-0-0,최철영 공공인재-230 N,화(10:30-11:45) | 목(09:00-10:15),,,
,,공공안전법,2281,형법연습,3,2-0-1,미선임 공공인재-2304 전선,화(09:00-10:15) | 목(10:30-11:45),실무교,,과목 N
,,공공안전법,2282,민법개론,3,3-0-0,장병주 공공인재-120 N,화(15:00-16:15) | 목(13:30-14:45),,,
,,공공안전법,2283,소비자보호법,3,3-0-0,이승환 공공인재-230 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간,월(15:00-16:15) | 수(13:30-14:45),강의실,,비고
,,공공안전법,4080,법학개론,3,3-0-0,최진원 공공인재-1311 전선 합)공 직법무 Y,월(13:30-14:45) | 수(15:00-16:15),,,
,,공공안전법,4081,헌법입문,3,3-0-0,정극원 공공인재-230 합)공 직법무 Y,월(15:00-16:15) | 수(13:30-14:45),,,
,,공공안전법,4082,물권법,3,3-0-0,장병주 공공인재-2402 전선 합)공 직법무 Y,월(10:30-11:45) | 수(09:00-10:15),,,
,,공공안전법,4083,상법총론,3,3-0-0,이승환 공공인재-230 합)공 직법무 Y,월(13:30-14:45) | 수(15:00-16:15),,,
,,공공안전법,4084,인사행정론,3,3-0-0,송건섭 공공인재-230 합)소 방·행 Y,월(09:00-10:15) | 수(10:30-11:45),,,
,,공공안전법,4085,인사행정론,3,3-0-0,송건섭 공공인재-230 합)소 방·행 Y,월(10:30-11:45) | 수(09:00-10:15),,,
,,공공안전법,4086,행정법총론,3,3-0-0,공공인재-131 합)공 직법무 Y,화(09:00-10:15) | 목(10:30-11:45),,,이상학
,,공공안전법,4087,행정법총론,3,3-0-0,공공인재-131 합)공 직법무 Y,월(10:30-11:45) | 수(09:00-10:15),,,이상학
,,공공안전법,4088,형법,3,2-0-1,김현조 공공인재-230 합)공 직법무 Y,금(09:00-10:15) | 금(10:30-11:45),,,
,,공공안전법,4089,경찰학(2),3,3-0-0,합)경,월(10:30-11:45) | 수(09:00-10:15),공공인재-강당,,김상호 찰행정 Y
,,공공안전법,4090,상표법,3,3-0-0,최진원 공공인재-1313 전선 합)법 Y,월(15:00-16:15) | 수(13:30-14:45),,,
,,공공안전법,4091,노동법,3,2-0-1,미선임 공공인재-2304 전선 합)법 Y,수(09:00-10:15) | 수(10:30-11:45),,,
,,공공안전법,4092,보건의료법규,2,2-0-0,신규전임교 원 교수학습1103 합)재 활건강 Y,목(14:00-15:50),,,
,,공공안전법,4093,행정쟁송법,3,2-0-1,"미선임 공공인재-230 합)법 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2.",월(09:00-10:15) | 월(10:30-11:45),강의실 강의실,,위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 법학부(공공안전법학전공) 국방군사학과 학년 구분 수강학과 수강 교수 강의시간 비고
,,국방군사,2284,군간부선발도구이해,2,2-0-0,이택수 공공인재-1211 전선 N,수(15:00-16:50),,,
,,국방군사,2285,야영훈련,1,0-2-0,이동춘 공공인재-130,금(13:00-14:50),현장실,,습 N
,,국방군사,2286,군간부역량창의설계,1,1-0-0,이택수 공공인재-130 창의설 계 N,월(13:00-13:50),,,
,,국방군사,2287,군사이론강독,3,3-0-0,김정수 공공인재-1302 전선 N,화(13:30-14:45) | 목(15:00-16:15),,,
,,국방군사,2288,현대무기체계론,3,3-0-0,이택수 공공인재-131 N,월(15:00-16:15) | 수(13:30-14:45),,,
,,국방군사,2289,북한의심층이해,3,3-0-0,김정수 공공인재-131 N,월(13:30-14:45) | 수(15:00-16:15),,,
,,국방군사,2290,국방체육(1),2,0-4-0,이동춘 공공인재-1313 전선 N,수(14:00-17:50),,,
,,국방군사,2291,군사영어,3,3-0-0,이동춘 공공인재-131 N,화(15:00-16:15) | 목(13:30-14:45),,,
,,국방군사,2292,북한의정치군사,3,3-0-0,김정수 공공인재-130 N,월(10:30-11:45) | 수(09:00-10:15),,,
,,국방군사,2293,참모론,3,3-0-0,김정수 공공인재-1304 전선 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간,화(15:00-16:15) | 목(13:30-14:45),강의실,,비고
,,국방군사,4094,심리학개론(1),3,2-0-1,이승진,화(09:00-10:15) | 화(10:30-11:45),사회3관-강당1,,전선 합)심 리 Y
,,국방군사,4095,심리학개론(1),3,2-0-1,강현민,월(13:30-14:45) | 수(15:00-16:15),사과1관-1507,,합)심 리 Y
,,국방군사,4096,심리학개론(1),3,2-0-1,조예서,금(09:00-10:15) | 금(10:30-11:45),사과1관-1405,,합)심 리 Y
,,국방군사,4097,경제학,3,3-0-0,박길환 공공인재-1212 전선 합)소 방·행 Y,월(15:00-16:15) | 수(13:30-14:45),,,
,,국방군사,4098,시민사회론,3,3-0-0,"채홍호 공공인재-2304 전선 합)자 치경찰 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2.",수(10:30-11:45) | 수(12:00-13:15),강의실 강의실,,위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 공공안전학부(소방·행정학전공) 학년 구분 수강학과 수강 교수 강의시간 비고
,,소방·행정,2294,행정학원론(1),3,3-0-0,서정욱 공공인재-1211 전선 A반 N,화(09:00-10:15) | 목(10:30-11:45),,,
,,소방·행정,2295,행정학원론(1),3,3-0-0,서정욱 공공인재-121 B반 N,화(10:30-11:45) | 목(09:00-10:15),,,
,,소방·행정,2296,공공서비스엑셀,3,3-0-0,박길환 공공인재-121 A반 N,화(13:30-14:45) | 목(15:00-16:15),,,
,,소방·행정,2297,공공서비스엑셀,3,3-0-0,박길환 공공인재-121 B반 N,화(15:00-16:15) | 목(13:30-14:45),,,
,,소방·행정,2298,경제학,3,3-0-0,박길환 공공인재-1212 전선 N,월(15:00-16:15) | 수(13:30-14:45),,,
,,소방·행정,2299,사회학,3,3-0-0,장명준 공공인재-131 N,화(10:30-11:45) | 목(09:00-10:15),,,
,,소방·행정,2300,인사행정론,3,3-0-0,송건섭 공공인재-230 A반 N,월(09:00-10:15) | 수(10:30-11:45),,,
,,소방·행정,2301,인사행정론,3,3-0-0,송건섭 공공인재-230 B반 N,월(10:30-11:45) | 수(09:00-10:15),,,
,,소방·행정,2302,지방행정론,3,3-0-0,이승철 공공인재-131 A반 N,월(09:00-10:15) | 수(10:30-11:45),,,
,,소방·행정,2303,지방행정론,3,3-0-0,이승철 공공인재-131 B반 N,월(10:30-11:45) | 수(09:00-10:15),,,
,,소방·행정,2304,행정조직론,3,3-0-0,김동신 공공인재-230 N,화(15:00-16:15) | 목(13:30-14:45),,,
,,소방·행정,2305,정책학,3,3-0-0,서정욱 공공인재-1313 전선 N,월(10:30-11:45) | 수(09:00-10:15),,,
,,소방·행정,2306,행정법,3,3-0-0,이승철 공공인재-131 N,화(13:30-14:45) | 목(15:00-16:15),,,
,,소방·행정,2307,지역경제와산업환경,3,3-0-0,장명준 공공인재-130 N,월(09:00-10:15) | 수(10:30-11:45),,,
,,소방·행정,2308,공공기관론,3,3-0-0,김동신 공공인재-230 N,월(13:30-14:45) | 수(15:00-16:15),,,
,,소방·행정,2309,관리과학세미나,3,3-0-0,송건섭 공공인재-121 N,화(09:00-10:15) | 목(10:30-11:45),,,
,,소방·행정,2310,지역개발론,3,3-0-0,장명준 공공인재-1304 전선 N,월(10:30-11:45) | 수(09:00-10:15),,,
,,소방·행정,2311,일반사회교재연구및지,,,도법 3 3-0-0 강운선,화(14:00-15:50) | 목(12:00-13:50),사범1관-1429 사범1관-1337 강의실,,합)일 사 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고
,,소방·행정,4099,회계원리(1),3,3-0-0,박홍조,화(15:00-16:15) | 목(13:30-14:45),경영1관-13111,,전선 합)회 계 Y
,,소방·행정,4100,회계원리(1),3,3-0-0,이병산,월(09:00-10:15) | 수(10:30-11:45),경영1관-1308,,합)회 계 Y
,,소방·행정,4101,회계원리(1),3,3-0-0,최정운,월(10:30-11:45) | 수(09:00-10:15),경영1관-1218,,합)회 계 Y
,,소방·행정,4102,회계원리(1),3,3-0-0,정준희,월(13:30-14:45) | 수(15:00-16:15),경영1관-1309,,합)회 계 Y 공공안전학부(소방·행정학전공)
,,소방·행정,4103,회계원리(1),3,3-0-0,김임현,화(09:00-10:15) | 목(10:30-11:45),경영1관-12121,,전선 합)회 계 Y
,,소방·행정,4104,회계원리(1),3,3-0-0,김임현,화(10:30-11:45) | 목(09:00-10:15),경영1관-1212,,합)회 계 Y
,,소방·행정,4105,위험물질론,3,3-0-0,이성호,월(13:30-14:45) | 수(15:00-16:15),공학2관-23122,,전선 합)소 방안전 Y
,,소방·행정,4106,소방관계법규(1),3,3-0-0,박효근,화(15:00-16:15) | 목(13:30-14:45),공학1관-13293 강의실 강의실,,"전선 합)소 방안전 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 공공안전학부(공직법무전공) 학년 구분 수강학과 수강 교수 강의시간 비고"
,,공직법무,2312,법학개론,3,3-0-0,최진원 공공인재-1311 전선 N,월(13:30-14:45) | 수(15:00-16:15),,,
,,공직법무,2313,헌법입문,3,3-0-0,정극원 공공인재-230 N,월(15:00-16:15) | 수(13:30-14:45),,,
,,공직법무,2314,물권법,3,3-0-0,장병주 공공인재-2402 전선 N,월(10:30-11:45) | 수(09:00-10:15),,,
,,공직법무,2315,상법총론,3,3-0-0,이승환 공공인재-230 N,월(13:30-14:45) | 수(15:00-16:15),,,
,,공직법무,2316,행정법총론,3,3-0-0,공공인재-131 N,화(09:00-10:15) | 목(10:30-11:45),,,이상학
,,공직법무,2317,행정법총론,3,3-0-0,공공인재-131 N,월(10:30-11:45) | 수(09:00-10:15),,,이상학
,,공직법무,2318,형법,3,2-0-1,김현조 공공인재-230,금(09:00-10:15) | 금(10:30-11:45),실무교 강의실,,과목 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고
,,공직법무,4107,민법개론,3,3-0-0,"장병주 공공인재-1204 전선 합)공 공안전 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2.",화(15:00-16:15) | 목(13:30-14:45),강의실 강의실,,위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 부동산·지적학과 학년 구분 수강학과 수강 교수 강의시간 비고
,,부동산·지적,2319,지적학개론,3,2-0-1,이성화 공공인재-1311 전선,화(15:00-16:15) | 목(13:30-14:45),실무교,,과목 N
,,부동산·지적,2320,부동산학의이해,3,2-0-1,박원석 공공인재-130,화(10:30-11:45) | 목(09:00-10:15),실무교,,과목 N
,,부동산·지적,2321,부동산경제론,3,3-0-0,한정희 공공인재-2302 전선 N,월(15:00-16:15) | 수(13:30-14:45),,,
,,부동산·지적,2322,지적측량기초,3,0-0-3,미선임 공공인재-230,수(09:00-10:15) | 수(10:30-11:45),실무교,,과목 N
,,부동산·지적,2323,국토입지론,3,2-0-1,한춘모 공공인재-131,목(09:00-10:15) | 목(10:30-11:45),실무교,,과목 N
,,부동산·지적,2324,도시계획과국토정보,3,2-0-1,김득기 공공인재-230,화(15:00-16:15) | 화(16:30-17:45),실무교,,과목 N
,,부동산·지적,2325,부동산정책론,3,3-0-0,한정희 공공인재-2303 전선 N,월(16:30-17:45) | 수(16:30-17:45),,,
,,부동산·지적,2326,부동산투자론,3,2-0-1,박원석 공공인재-230,월(15:00-16:15) | 수(13:30-14:45),실무교,,과목 N
,,부동산·지적,2327,지적실무,3,0-0-3,이성화 공공인재-230,금(09:00-10:15) | 금(10:30-11:45),실무교,,과목 N
,,부동산·지적,2328,부동산개발론,3,2-0-1,이덕형 공공인재-1304 전선,목(09:00-10:15) | 목(10:30-11:45),실무교,,과목 N
,,부동산·지적,2329,GIS분석론,3,2-0-1,미선임 공공인재-121,목(13:30-14:45) | 목(15:00-16:15),실무교 강의실,,과목 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고
,,부동산·지적,4108,지도학,3,3-0-0,이영아,월(12:00-13:15) | 수(12:00-13:15),사범1관-13391,,전선 합)지 리 Y
,,부동산·지적,4109,회계원리(1),3,3-0-0,박홍조,화(15:00-16:15) | 목(13:30-14:45),경영1관-1311,,합)회 계 Y
,,부동산·지적,4110,회계원리(1),3,3-0-0,이병산,월(09:00-10:15) | 수(10:30-11:45),경영1관-1308,,합)회 계 Y
,,부동산·지적,4111,회계원리(1),3,3-0-0,최정운,월(10:30-11:45) | 수(09:00-10:15),경영1관-1218,,합)회 계 Y
,,부동산·지적,4112,회계원리(1),3,3-0-0,정준희,월(13:30-14:45) | 수(15:00-16:15),경영1관-1309,,합)회 계 Y
,,부동산·지적,4113,회계원리(1),3,3-0-0,김임현,화(09:00-10:15) | 목(10:30-11:45),경영1관-1212,,합)회 계 Y
,,부동산·지적,4114,회계원리(1),3,3-0-0,김임현,화(10:30-11:45) | 목(09:00-10:15),경영1관-1212,,합)회 계 Y
,,부동산·지적,4115,금융의기초,3,3-0-0,이윤호,월(13:30-14:45) | 수(15:00-16:15),경영1관-1408,,합)경 제금융 Y
,,부동산·지적,4116,물권법,3,3-0-0,장병주 공공인재-2402 전선 합)공 직법무 Y,월(10:30-11:45) | 수(09:00-10:15),,,
,,부동산·지적,4117,자료구조와알고리즘,3,3-0-0,차경애,화(13:30-14:45) | 목(15:00-16:15),공학5관-5505,,합)AI Y
,,부동산·지적,4118,계량경제학,3,3-0-0,박승준,월(13:30-14:45) | 수(15:00-16:15),경영1관-13083 강의실 강의실,,"전선 합)경 제금융 Y 부동산·지적학과 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 국제학부(한국어교육전공) 학년 구분 수강학과 수강 교수 강의시간 비고"
,,한국어,2330,한국어교육개론,3,2-0-1,지현진,수(15:00-16:15) | 수(16:30-17:45),인문1관-13242 실무교,,전선 과목 N
,,한국어,2331,한국어이해교육법,3,3-0-0,미선임,화(09:00-10:15) | 화(10:30-11:45),인문1관-1321,,N
,,한국어,2332,한국어문법론,3,3-0-0,우창현,화(15:00-16:15) | 목(13:30-14:45),인문1관-1224,,N
