구분,학년,수강학과,수강번호,교과목명,학점,시간,담당교수,강의시간,강의실,소영역,비고
,,청소년상담,4225,사회복지행정론,3,2-0-1,신유미,화(10:30-11:45) | 목(09:00-10:15),사과1관-1410,,합)아 동가정 Y
,,청소년상담,4226,의료사회복지론,3,0-0-3,현진희,월(09:00-10:15) | 수(10:30-11:45),사과1관-1411,,합)사 복 Y
,,청소년상담,4227,의료사회복지론,3,0-0-3,최경숙,화(15:00-16:15) | 목(13:30-14:45),사과1관-1401,,합)사 복 Y
,,청소년상담,4228,의료사회복지론,3,0-0-3,미선임,수(13:30-14:45) | 수(15:00-16:15),사회3관-3301,,합)사 복 Y
,,청소년상담,4229,노동법,3,2-0-1,미선임 공공인재-2304 전선 합)법 Y,수(09:00-10:15) | 수(10:30-11:45),,,
,,청소년상담,4230,프로그램개발과평가,3,2-0-1,신유미,월(13:30-14:45) | 수(15:00-16:15),사과1관-1501,,합)아 동가정 Y
,,청소년상담,4231,프로그램개발과평가,3,2-0-1,신유미,월(15:00-16:15) | 수(13:30-14:45),사과1관-1501 강의실 강의실,,"합)아 동가정 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 아동가정복지학과 학년 구분 수강학과 수강 교수 강의시간 비고"
,,아동가정,2565,사회복지학개론,3,0-0-3,안석,화(09:00-10:15) | 목(10:30-11:45),사과1관-15021 실무교,,전선 과목 N
,,아동가정,2566,사회복지학개론,3,0-0-3,안석,화(10:30-11:45) | 목(09:00-10:15),사과1관-1502 실무교,,과목 N
,,아동가정,2567,보육학개론,3,2-0-1,노성향,화(09:00-10:15) | 목(10:30-11:45),사과1관-1503 실무교,,"과목, N"
,,아동가정,2568,보육학개론,3,2-0-1,노성향,화(10:30-11:45) | 목(09:00-10:15),사과1관-1503 실무교,,"과목, N"
,,아동가정,2569,인간행동과사회환경,3,0-0-3,노성향,화(15:00-16:15) | 목(13:30-14:45),사과1관-14042 실무교,,"전선 과목, N"
,,아동가정,2570,인간행동과사회환경,3,0-0-3,김성령,목(15:00-16:15) | 목(16:30-17:45),사과1관-1503 실무교,,과목 N
,,아동가정,2571,가족복지론,3,2-0-1,이미영,화(12:00-13:15) | 화(13:30-14:45),사과1관-1501 실무교,,과목 N
,,아동가정,2572,가족복지론,3,2-0-1,서종수,화(10:30-11:45) | 목(09:00-10:15),사회3관-3305 실무교,,과목 N
,,아동가정,2573,건강가정론,3,2-0-1,서종수,화(09:00-10:15),사과1관-1405 실무교,,"과목, N"
,,아동가정,2574,보육과정,3,2-0-1,김성령,목(12:00-13:15) | 목(13:30-14:45),사과1관-1503 실무교,,과목 N
,,아동가정,2575,보육과정,3,2-0-1,이미영,월(12:00-13:15) | 월(13:30-14:45),사과1관-1503 실무교,,과목 N
,,아동가정,2576,주거학,3,0-0-3,이미영,월(15:00-16:15) | 월(16:30-17:45),사과1관-13023 실무교,,전선 과목 N
,,아동가정,2577,사회복지실천기술론,3,0-0-3,안석,월(13:30-14:45) | 수(15:00-16:15),사과1관-1407 실무교,,과목 N
,,아동가정,2578,사회복지실천기술론,3,0-0-3,안석,월(15:00-16:15) | 수(13:30-14:45),사과1관-1407 실무교,,과목 N
,,아동가정,2579,사회복지행정론,3,2-0-1,신유미,화(09:00-10:15) | 목(10:30-11:45),사과1관-1410 실무교,,"과목, N"
,,아동가정,2580,사회복지행정론,3,2-0-1,신유미,화(10:30-11:45) | 목(09:00-10:15),사과1관-1410 실무교,,"과목, N"
,,아동가정,2581,놀이지도,3,2-2-0,노성향,수(09:00-12:50),"사과1관-1503 계,실",취업설,N
,,아동가정,2582,아동과학지도,3,1-0-2,이보람,월(15:00-16:15) | 수(13:30-14:45),"사과1관-1503 계,실",취업설,N
,,아동가정,2583,언어지도,3,2-0-1,이보람,화(09:00-10:15) | 목(10:30-11:45),사과1관-15074 실무교,,"전선 과목, N"
,,아동가정,2584,언어지도,3,2-0-1,이보람,화(10:30-11:45) | 목(09:00-10:15),사과1관-1507 실무교,,"과목, N"
,,아동가정,2585,가정교재연구및지도법,3,0-0-3,서종수,월(11:00-12:50),사과1관-1401 실무교,,"과목, N"
,,아동가정,2586,프로그램개발과평가,3,2-0-1,신유미,월(13:30-14:45) | 수(15:00-16:15),"사과1관-1501 계,실",취업설,N
,,아동가정,2587,프로그램개발과평가,3,2-0-1,신유미,월(15:00-16:15) | 수(13:30-14:45),"사과1관-1501 계,실",취업설,N
,,아동가정,2588,가정논리및논술,3,0-0-3,서종수,수(11:00-12:50),사과1관-1501 실무교 강의실,,"과목, N 아동가정복지학과 ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고"
,,아동가정,4232,부모교육,3,2-0-1,차정주,월(13:30-14:45) | 수(15:00-16:15),사범1관-13393,,전선 합)유 교 Y
,,아동가정,4233,영유아교수방법,3,2-0-1,장혜진,월(15:00-16:15) | 수(13:30-14:45),사범1관-1340,,합)유 교 Y
,,아동가정,4234,영유아교수방법,3,2-0-1,조경진,월(15:00-16:15) | 수(13:30-14:45),사범1관-1339,,합)유 교 Y
,,아동가정,4235,사회복지법제와실천,3,2-0-1,윤민화,화(13:30-14:45) | 목(15:00-16:15),사과1관-1411,,합)청 소년상 Y
,,아동가정,4236,사회복지법제와실천,3,2-0-1,임소연,화(10:30-11:45) | 목(09:00-10:15),사과1관-1405,,합)청 소년상 Y
,,아동가정,4237,사회복지법제와실천,3,2-0-1,임소연,화(12:00-13:15) | 목(12:00-13:15),사과1관-1504,,합)청 소년상 Y
,,아동가정,4238,아동생활지도,3,2-0-1,문가영,화(09:00-10:50) | 목(09:00-10:50),사범1관-1339 사범1관-1435 강의실 강의실,사회학과,"4 전선 합)유 교 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 학년 구분 수강학과 수강 교수 강의시간 비고"
,,사회,2589,이주의시대·공존을상,,,3 3-0-0 이희영,화(15:00-16:15) | 목(13:30-14:45),사과1관-12072,,상하다 전선 N
,,사회,2590,현대사회학이론,3,3-0-0,박정호,월(12:00-13:15) | 수(12:00-13:15),사과1관-14033,,전선 N
,,사회,2591,경제와사회,3,3-0-0,이승협,화(12:00-13:15) | 목(12:00-13:15),사회3관-3303,,트랙 N
,,사회,2592,사회탐사와디자인,3,3-0-0,이희영,월(13:30-14:45) | 수(15:00-16:15),사과1관-1207,,디자인 씽킹 N
,,사회,2593,사회불평등,3,3-0-0,이소영,월(15:00-16:15) | 수(13:30-14:45),사과1관-15024,,전선 N
,,사회,2594,일반사회교재연구및지,,,도법 3 3-0-0 강운선,화(14:00-15:50) | 목(12:00-13:50),사범1관-1429 사범1관-1337 강의실,,합)일 사 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고
,,사회,4239,사회복지학개론,3,2-0-1,윤민화,화(15:00-16:15) | 목(13:30-14:45),사과1관-15011,,전선 합)청 소년상 Y
,,사회,4240,사회복지학개론,3,2-0-1,박성원 합)청,수(12:00-13:15),사과1관-1404,,소년상 Y
,,사회,4241,심리학개론(1),3,2-0-1,이승진,화(09:00-10:15) | 화(10:30-11:45),사회3관-강당,,합)심 리 Y
,,사회,4242,심리학개론(1),3,2-0-1,강현민,월(13:30-14:45) | 수(15:00-16:15),사과1관-1507,,합)심 리 Y
,,사회,4243,심리학개론(1),3,2-0-1,조예서,금(09:00-10:15) | 금(10:30-11:45),사과1관-1405,,합)심 리 Y
,,사회,4244,범죄심리학,3,2-0-1,석동헌,월(13:30-14:45) | 수(15:00-16:15),사회3관-강당3,,전선 합)심 리 Y
,,사회,4245,범죄심리학,3,2-0-1,석동헌,월(15:00-16:15) | 수(13:30-14:45),사회3관-강당,,합)심 리 Y
,,사회,4246,사회복지정책론,3,2-0-1,이진숙,화(09:00-10:15) | 목(10:30-11:45),사회3관-3201,,합)사 복 Y
,,사회,4247,사회복지정책론,3,2-0-1,이진숙,화(10:30-11:45) | 목(09:00-10:15),사회3관-3201,,합)사 복 Y
,,사회,4248,사회복지정책론,3,2-0-1,김사현,화(15:00-16:15) | 목(13:30-14:45),사과1관-1405 강의실 강의실,,"합)사 복 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 문헌정보학과 학년 구분 수강학과 수강 교수 강의시간 비고"
,,문헌,2595,도서관문화사,3,2-0-1,박광헌,월(09:00-10:15) | 수(10:30-11:45),사과1관-14041 실무교,,전선 과목 N
,,문헌,2596,문헌정보학이해,3,2-0-1,김신영,월(13:30-14:45) | 월(15:00-16:15),사과1관-1313 실무교,,과목 N
,,문헌,2597,공공도서관경영,3,2-0-1,윤희윤,월(09:00-10:15) | 월(10:30-11:45),사과1관-13132 실무교,,전선 과목 N
,,문헌,2598,독서지도,3,2-0-1,박광헌,화(09:00-10:15) | 목(10:30-11:45),사과1관-1313 실무교,,과목 N
,,문헌,2599,정보학개론,3,2-0-1,장보성,월(15:00-16:15) | 수(13:30-14:45),사과1관-1403 실무교,,과목 N
,,문헌,2600,목록법이해,3,2-0-1,최예진,월(13:30-14:45) | 수(15:00-16:15),사회3관-3304 실무교,,과목 N
,,문헌,2601,자동화목록법,3,2-0-1,최예진,화(10:30-11:45) | 목(09:00-10:15),사과1관-15023 실무교,,전선 과목 N
,,문헌,2602,대학도서관경영,3,2-0-1,김신영,수(13:30-14:45) | 수(15:00-16:15),사과1관-1313 실무교,,과목 N
,,문헌,2603,정보검색이해,3,2-0-1,장보성,화(15:00-16:15) | 목(13:30-14:45),사과1관-1313 실무교,,과목 N
,,문헌,2604,학교도서관운영,3,2-0-1,박광헌,월(10:30-11:45) | 수(09:00-10:15),사과1관-1507 실무교,,과목 N
,,문헌,2605,정보시스템개발,3,2-0-1,장보성,화(09:00-10:15) | 목(10:30-11:45),사과1관-12044 실무교,,전선 과목 N
,,문헌,2606,도서관실무실습,3,0-6-0,김신영,,미지정 현장실,,습 N
,,문헌,2607,지식정보큐레이션,3,2-0-1,최예진,월(10:30-11:45) | 수(09:00-10:15),사과1관-1407 실무교 강의실,,과목 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고
,,문헌,4249,컴퓨터구조,3,2-0-1,남흥우,화(16:30-17:45) | 목(16:30-17:45),공학7관-75142,,전선 합)컴 퓨터공 Y
,,문헌,4250,자료구조와알고리즘,3,3-0-0,차경애,화(13:30-14:45) | 목(15:00-16:15),공학5관-5505,,합)AI Y
,,문헌,4251,데이터베이스,3,2-0-1,오유수,월(09:00-10:15) | 수(10:30-11:45),공학7관-76053 강의실 강의실,,"전선 합)소 프트웨 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 심리학과 학년 구분 수강학과 수강 교수 강의시간 비고"
,,심리,2608,심리학세미나,3,2-0-1,김경란,월(16:30-17:45) | 수(16:30-17:45),사과1관-14111,,전선 N
,,심리,2609,심리학세미나,3,2-0-1,김경란,금(13:30-14:45) | 금(15:00-16:15),사과1관-1405,,N
,,심리,2610,심리학개론(1),3,2-0-1,이승진,화(09:00-10:15) | 화(10:30-11:45),사회3관-강당 실무교,,과목 N
,,심리,2611,심리학개론(1),3,2-0-1,강현민,월(13:30-14:45) | 수(15:00-16:15),사과1관-1507 실무교,,과목 N
,,심리,2612,심리학개론(1),3,2-0-1,조예서,금(09:00-10:15) | 금(10:30-11:45),사과1관-1405 실무교,,과목 N
,,심리,2613,발달심리학,3,2-0-1,송경희,월(15:00-16:15) | 수(13:30-14:45),사과1관-15022 실무교,,전선 과목 N
,,심리,2614,발달심리학,3,2-0-1,박수진,금(09:00-10:15) | 금(10:30-11:45),사과1관-1411 실무교,,과목 N
,,심리,2615,심리통계,3,2-0-1,과목,화(12:00-13:15) | 목(12:00-13:15),사과1관-1404 실무교,,남상희 N
,,심리,2616,심리통계,3,2-0-1,조예서,금(13:30-14:45) | 금(15:00-16:15),사과1관-1411 실무교,,과목 N
,,심리,2617,이상심리학,3,2-0-1,정나래,화(10:30-11:45) | 목(09:00-10:15),사과1관-1404 실무교,,과목 N
,,심리,2618,이상심리학,3,2-0-1,이승진,화(13:30-14:45) | 화(15:00-16:15),사회3관-강당 실무교,,과목 N
,,심리,2619,상담이론과실제,3,2-0-1,김은석,월(13:30-14:45) | 수(15:00-16:15),사과2관-강당 실무교,,과목 N
,,심리,2620,상담이론과실제,3,2-0-1,김은석,월(15:00-16:15) | 수(13:30-14:45),사과2관-강당 실무교,,과목 N
,,심리,2621,범죄심리학,3,2-0-1,석동헌,월(13:30-14:45) | 수(15:00-16:15),사회3관-강당3 실무교,,전선 과목 N
,,심리,2622,범죄심리학,3,2-0-1,석동헌,월(15:00-16:15) | 수(13:30-14:45),사회3관-강당 실무교,,과목 N
,,심리,2623,산업심리학,3,2-0-1,과목,월(10:30-11:45) | 수(09:00-10:15),사회3관-3305 실무교,,남상희 N
,,심리,2624,심리학실험계획법,3,2-0-1,강현민,화(10:30-11:45) | 목(09:00-10:15),사과1관-1407 실무교,,과목 N
,,심리,2625,건강심리학및실습,3,2-2-0,김근향 N,화(09:00-12:50),사과2관-강당,,
,,심리,2626,건강심리학및실습,3,2-2-0,김근향 N,수(09:00-12:50),사과2관-강당,,
,,심리,2627,행동수정,3,2-0-1,정나래,월(10:30-11:45) | 수(09:00-10:15),사과1관-14054 실무교,,전선 과목 N
,,심리,2628,특수아상담,3,2-0-1,이수진,화(15:00-16:15) | 목(13:30-14:45),사과2관-강당 실무교,,과목 N
,,심리,2629,집단상담및실습,3,2-2-0,송경희,화(10:00-13:50),사과1관-1302 실무교 강의실,,과목 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고 심리학과
,,심리,4252,범죄학,3,3-0-0,기광도 공공인재-2402 전선 합)경 찰행정 Y,화(10:30-11:45) | 목(09:00-10:15),,,
,,심리,4253,직업상담학,3,2-0-1,송재영,월(13:30-14:45) | 수(15:00-16:15),사과1관-14033,,전선 합)청 소년상 Y
,,심리,4254,직업상담학,3,2-0-1,송재영,월(15:00-16:15) | 수(13:30-14:45),사과1관-1405,,합)청 소년상 Y
,,심리,4255,커뮤니케이션조사방법,,,론 3 3-0-0 류성진,화(09:00-10:15) | 목(10:30-11:45),사과1관-1310,,합)광 고PR Y
,,심리,4256,미술치료학개론,3,2-0-1,미선임,월(09:00-10:15) | 월(10:30-11:45),재과1관-1214,,합)재 활상담 Y
,,심리,4257,부모교육및상담,3,2-0-1,박지성,화(09:00-10:15) | 화(10:30-11:45),재과1관-12114 강의실 국제관계학과 강의실,,"전선 합)재 활상담 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고"
,,국제,4258,북한의심층이해,3,3-0-0,김정수 공공인재-1312 전선 합)국 방군사 Y,월(13:30-14:45) | 수(15:00-16:15),,,
,,국제,4259,대외무역관리론,3,3-0-0,오현석 전선 합)경,수(13:30-14:45),경영1관-13083 강의실 강의실,,"영 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 미디어커뮤니케이션학부 학년 구분 수강학과 수강 교수 강의시간 비고"
,,미디어,2630,영상테크닉의세계,3,3-0-0,홍유리,월(12:00-13:15) | 수(12:00-13:15),사과1관-15071,,전선 N
,,미디어,2631,광고의세계,3,3-0-0,하진홍,화(10:30-11:45) | 목(09:00-10:15),사과1관-1307,,A반 N
,,미디어,2632,광고의세계,3,3-0-0,김대욱,화(10:30-11:45) | 목(09:00-10:15),사과1관-1310,,B반 N
,,미디어,2633,AI와저널리즘의세계,3,3-0-0,류성진,월(13:30-14:45) | 수(15:00-16:15),사과1관-1411 강의실,,N 미디어커뮤니케이션학부(영상콘텐츠전공) 학년 구분 수강학과 수강 교수 강의시간 비고
,,영상콘텐츠,3940,커뮤니케이션이론,3,3-0-0,김동윤,금(09:00-10:15) | 금(10:30-11:45),사과1관-13102,,전선 N
,,영상콘텐츠,2634,영상미학이해하기,3,2-2-0,홍유리 N,화(14:00-17:50),사과1관-1307,,
,,영상콘텐츠,2635,인물과저서그리고미디,,,어텔링 3 2-2-0 김동윤,월(09:00-12:50),사과1관-13043,,전선 N
,,영상콘텐츠,2636,영상스토리텔러되기,3,2-2-0,홍유리 전선 디자인,목(14:00-17:50),사과1관-13074,,씽킹 N
,,영상콘텐츠,3941,영상문화론,3,3-0-0,김동윤,금(12:00-13:15) | 금(13:30-14:45),사과1관-1310,,N
,,영상콘텐츠,2637,빅데이터와커뮤니케이,,,션(1) 3 2-2-0 류성진,화(14:00-17:50),사과1관-1205,,N
,,영상콘텐츠,2638,미디어윤리와법,3,3-0-0,김성해,화(12:00-13:15) | 목(12:00-13:15),사과1관-1304 강의실,,N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고
,,영상콘텐츠,4260,민주주의와미디어커뮤,,,니케이션 3 3-0-0 김성해,,DU∼MOOC1,,전선 합)광 고PR Y
,,영상콘텐츠,4261,광고사례분석,3,2-2-0,하진홍 전선 합)광,월(09:00-12:50),사과1관-13072,,고PR Y
,,영상콘텐츠,4262,미디어리터러시:미디,,,어교육강사가되는길 3 3-0-0 김성해,월(13:30-14:45) | 수(15:00-16:15),사과1관-1304,,합)광 고PR Y
,,영상콘텐츠,4263,디지털광고론,3,2-2-0,김대욱,월(16:00-17:50) | 목(11:00-12:50),사과1관-1307,,합)광 고PR Y
,,영상콘텐츠,4264,데이터드리븐광고PR,,,기획 3 2-2-0 김대욱,수(12:00-15:50),사과1관-13103 강의실 강의실,,"전선 합)광 고PR Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 미디어커뮤니케이션학부(광고PR전공) 학년 구분 수강학과 수강 교수 강의시간 비고"
,,광고PR,2639,민주주의와미디어커뮤,,,니케이션 3 3-0-0 김성해,,DU∼MOOC1 MOO,,전선 DU∼ N
,,광고PR,2640,광고사례분석,3,2-2-0,하진홍 전선 N,월(09:00-12:50),사과1관-13072,,
,,광고PR,2641,미디어리터러시:미디,,,어교육강사가되는길 3 3-0-0 김성해,월(13:30-14:45) | 수(15:00-16:15),사과1관-1304,,N
,,광고PR,2642,디지털광고론,3,2-2-0,김대욱,월(16:00-17:50) | 목(11:00-12:50),사과1관-1307,,N
,,광고PR,2643,커뮤니케이션조사방법,,,론 3 3-0-0 류성진,화(09:00-10:15) | 목(10:30-11:45),사과1관-13103,,전선 N
,,광고PR,2644,데이터드리븐광고PR,,,기획 3 2-2-0 김대욱,수(12:00-15:50),사과1관-1310,,N
,,광고PR,2645,PR광고캠페인실제,3,2-2-0,하진홍 전선 N,수(14:00-17:50),사과1관-13074 강의실,,※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고
,,광고PR,4265,영상미학이해하기,3,2-2-0,홍유리 전선 합)영,화(14:00-17:50),사과1관-13072 강의실 강의실,,"상콘텐 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 통계학과 학년 구분 수강학과 수강 교수 강의시간 비고"
,,통계,2646,기초통계학,3,3-0-0,황근보,월(10:30-11:45) | 수(09:00-10:15),생과2관-12023,,전선 N
,,통계,2647,취업설계,3,0-0-3,김종태,화(10:30-11:45) | 목(09:00-10:15),생과2관-12024,취업설,전선 계 N
,,통계,2648,통계모델실험과활용,3,3-0-0,황근보,화(09:00-10:15) | 목(10:30-11:45),생과2관-1202 강의실,,N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고
,,통계,4266,기초통계,3,3-0-0,황진섭,화(13:30-14:45) | 목(15:00-16:15),생과2관-12021,,전선 합)보 건의료 Y
,,통계,4267,경영데이터분석,3,3-0-0,교수학습1107 합)경 영 Y,월(13:30-14:45) | 수(15:00-16:15),,,박상철
,,통계,4268,경영데이터분석,3,3-0-0,교수학습1107 합)경 영 Y,월(15:00-16:15) | 수(13:30-14:45),,,박상철
,,통계,4269,경영데이터분석,3,3-0-0,교수학습1107 합)경 영 Y,화(13:30-14:45) | 목(15:00-16:15),,,박상철
,,통계,4270,경영통계학,3,3-0-0,정인준,화(10:30-11:45) | 목(09:00-10:15),경영1관-13012,,전선 합)경 영 Y
,,통계,4271,경영통계학,3,3-0-0,정인준,화(12:00-13:15) | 목(12:00-13:15),경영1관-1301,,합)경 영 Y
,,통계,4272,경영통계학,3,3-0-0,정인준,화(15:00-16:15) | 목(13:30-14:45),경영1관-1301,,합)경 영 Y
,,통계,4273,심리통계,3,2-0-1,합)심,화(12:00-13:15) | 목(12:00-13:15),사과1관-1404,,남상희 리 Y
,,통계,4274,심리통계,3,2-0-1,조예서,금(13:30-14:45) | 금(15:00-16:15),사과1관-1411,,합)심 리 Y
,,통계,4275,보건의료데이터베이스,,,(2) 3 3-0-0 황진섭,월(12:00-13:15) | 수(12:00-13:15),생과2관-1202,,합)보 건의료 Y
,,통계,4276,빅데이터시각화,3,3-0-0,황진섭,금(13:30-14:45) | 금(15:00-16:15),생과2관-12023,,전선 합)보 건의료 Y
,,통계,4277,보건의료통계,2,0-4-0,"황진섭 교수학습1112 합)보 건의료 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2.",월(14:00-17:50),강의실 강의실,,위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 화장품바이오학부(화장품제약전공) ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고
,,화장품제약,4278,화학수학,3,3-0-0,송종원,화(09:00-10:15) | 목(10:30-11:45),사범3관-22141,,전선 합)화 교 Y
,,화장품제약,4279,양자화학,3,3-0-0,송종원,화(10:30-11:45) | 목(09:00-10:15),사범3관-22142,,전선 합)화 교 Y
,,화장품제약,4280,고급분석화학,3,3-0-0,심준호 전선 합)화,화(12:00-13:50),사범3관-22124 강의실 강의실,,"교 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 화장품바이오학부(바이오메디컬전공) 학년 구분 수강학과 수강 교수 강의시간 비고 바이오메디 컬"
,,,2649,보전생물학,3,3-0-0,원효식,화(15:00-16:15) | 목(13:30-14:45),생과1관-14104 강의실,,전선 N ※ 교차설강 교과목 학년 구분 수강학과 수강 교수 강의시간 비고 바이오메디 컬
,,,4281,의학용어,3,3-0-0,하달수 전선 합)응,목(15:00-16:15),공학3관-34221,,급구조 Y 바이오메디 컬
,,,4282,의학용어,3,3-0-0,하달수 합)응,화(15:00-16:15),공학3관-3422,,급구조 Y 바이오메디 컬
,,,4283,병리학,3,3-0-0,신규전임교 원 교수학습11032 전선 합)재 활건강 Y 바이오메디 컬,화(12:00-13:15) | 목(12:00-13:15),,,
,,,4284,분석화학(1),3,3-0-0,심준호 합)화,목(10:30-11:45),사범3관-2212,,교 Y 바이오메디 컬
,,,4285,생체역학,3,3-0-0,김용철,화(15:00-16:15) | 목(13:30-14:45),재과1관-1215,,합)의 료재활 Y 바이오메디 컬
,,,4286,유기화학(1),3,3-0-0,김은주,월(13:30-14:45) | 수(15:00-16:15),사범3관-2214,,합)화 교 Y 바이오메디 컬
,,,4287,생명과학사및철학,3,3-0-0,정진수,화(09:00-10:15) | 목(10:30-11:45),사범3관-32143,,전선 합)생 교 Y 바이오메디 컬
,,,4288,면역학,3,3-0-0,문동오,화(09:00-10:50) | 목(09:00-10:50),사범3관-21134,,전선 합)생 교 Y 바이오메디 컬
,,,4289,생태복원공학,3,3-0-0,이우성,화(09:00-10:15) | 목(10:30-11:45),공학1관-0202 강의실 강의실,,"합)조 경산림 Y 지정된 교과목을 이수할 경우 소속 학과(전공)의 제1전공 학점으로 인정 됩니다. 1. 교차설강 교과목은 소속 학과(전공)의 전공교과목으로 지정되어 있으며, 2. 위치를 반드시 확인 후 이동시간을 고려하여 수강신청 하시기 바랍니다 반려동물산업학과 학년 구분 수강학과 수강 교수 강의시간 비고"
,,반려동물,2650,반려동물학(1),3,3-0-0,구덕본,화(09:00-10:15) | 목(10:30-11:45),생과3관-13021,,"전필 전공필 드,A N"
,,반려동물,2651,반려동물학(1),3,3-0-0,구덕본,화(10:30-11:45) | 목(09:00-10:15),생과3관-1302,,"전공필 드,B N"
,,반려동물,2652,반려동물학(2),3,3-0-0,미선임,월(09:00-10:15) | 수(10:30-11:45),생과3관-13012,,"전필 전공필 드,A N"
,,반려동물,2653,반려동물학(2),3,3-0-0,곽호현,월(09:00-10:15) | 수(10:30-11:45),생과3관-1308,,"전공필 드,B N"
,,반려동물,2654,동물공중보건학,3,3-0-0,김으뜸,월(13:30-14:45) | 수(15:00-16:15),생과3관-1203,,"전공필 드,A N"
,,반려동물,2655,동물공중보건학,3,3-0-0,김으뜸,월(15:00-16:15) | 수(13:30-14:45),생과3관-1203,,"전공필 드,B N"
,,반려동물,2656,동물보건영양학및실습,3,2-2-0,황보순 A반 N,목(09:00-12:50),생과3관-1308,,
,,반려동물,2657,동물보건영양학및실습,3,2-2-0,황보순 B반 N,목(13:00-16:50),생과3관-1308,,
,,반려동물,2658,동물보건영양학및실습,3,2-2-0,황보순 C반 N,금(09:00-12:50),생과3관-1308,,
,,반려동물,2659,반려견훈련학및실습,3,2-2-0,미선임 A반 N,화(09:00-12:50),생과3관-1303전선,,
,,반려동물,2660,반려견훈련학및실습,3,2-2-0,미선임 B반 N,화(13:00-16:50),생과3관-1303,,
,,반려동물,2661,반려동물일반미용및실,,,습 3 2-2-0 서은현,화(09:00-12:50),생과3관-1203,,A반 N
,,반려동물,2662,반려동물일반미용및실,,,습 3 2-2-0 서은현,화(13:00-16:50),생과3관-1203,,B반 N
,,반려동물,2663,동물보건행동학및실습,3,2-2-0,곽호현 전필 전공필,월(13:00-16:50),생과3관-13083,,"드,A N"
,,반려동물,2664,동물보건행동학및실습,3,2-2-0,곽호현 전공필,수(13:00-16:50),생과3관-1308,,"드,B N"
,,반려동물,2665,동물보건내과학및실습,3,2-2-0,김으뜸 A반 N,화(13:00-16:50),생과3관-1308,,
,,반려동물,2666,동물보건내과학및실습,3,2-2-0,김으뜸 B반 N,목(09:00-12:50),생과3관-1303,,
