구분,학년,수강학과,수강번호,교과목명,학점,시간,담당교수,강의시간,강의실,소영역,비고
,,대학전체,1104,세계일주로배우는국,,,가와도시 3 3-0-0 김정렬 없음,,K∼MOOCK∼MOOC,,
,,대학전체,1105,DU커리어설계,2,2-0-0,팀 없음,3-4학년월(14:00-15:50),경영대강당,취업지원,
자유,1,대학전체,1106,수자원과문명,3,3-0-0,이길하,없음월(15:00-16:15) | 수(13:30-14:45),공학1관-02,,
,,대학전체,1107,DU직업선택,2,2-0-0,팀 없음,1-3학년목(10:00-11:50),경영대강당,취업지원,
,,대학전체,1108,취업실전전략,2,2-0-0,없음,전학년화(09:00-10:50),사범1관-11,,
,,대학전체,1109,NCS취업준비,2,2-0-0,팀 없음,3-4학년목(14:00-15:50),경영대강당,취업지원,
,,대학전체,1110,DU여대생취업전략,2,2-0-0,팀 없음,전학년화(10:00-11:50),경영대강당,취업지원,
,,대학전체,1111,진로마케팅설계,2,2-0-0,이승일 없음,전학년월(09:00-10:50),사범1관-11,,
,,대학전체,1112,창업금융의이해,2,2-0-0,정규만,없음목(10:00-11:50),경영1관-12,,
,,대학전체,1113,기술사업화상품개발,,,이해 2 2-0-0 정규만,없음화(10:00-11:50),경영1관-12,,
,,대학전체,1114,기술사업화상품개발,,,이해 2 2-0-0 이문락,없음수(10:00-11:50),경영1관-11,,
,,대학전체,1115,반도체센서로바라보,,,3 3-0-0 허경섭 없음,,외부가상외부가상,,는세상
,,대학전체,1116,*DU한국어1,3,3-0-0,김영주,없음금(13:30-14:45) | 금(15:00-16:15),경영1관-12,,
,,대학전체,1117,*DU한국어1,3,3-0-0,배외순,없음금(13:30-14:45) | 금(15:00-16:15),경영1관-12,,
,,대학전체,1118,*DU한국어1,3,3-0-0,김소희,없음월(13:30-14:45) | 월(15:00-16:15),경영1관-14,,
,,대학전체,1119,*DU한국어1,3,3-0-0,김교연,없음금(09:00-10:15) | 금(10:30-11:45),경영1관-12,,
,,대학전체,1120,*DU한국어1,3,3-0-0,김소희,없음월(09:00-10:15) | 월(10:30-11:45),경영1관-14,,
,,대학전체,1121,*DU한국어1,3,3-0-0,배외순,없음수(09:00-10:15) | 수(10:30-11:45),경영1관-12,,
,,대학전체,1122,*DU한국어3,3,3-0-0,박규정,없음금(13:30-14:45) | 금(15:00-16:15),경영1관-13,,
,,대학전체,1123,*DU한국어3,3,3-0-0,김교연,없음금(13:30-14:45) | 금(15:00-16:15),경영1관-11,,
,,대학전체,1124,*DU한국어3,3,3-0-0,김영주,없음월(13:30-14:45) | 월(15:00-16:15),경영1관-14,,
,,대학전체,1125,*DU한국어3,3,3-0-0,김연주,없음월(09:00-10:15) | 월(10:30-11:45),인문2관-24,,
,,대학전체,1126,*DU한국어3,3,3-0-0,은효정,없음수(15:00-16:15) | 수(16:30-17:45),인문2관-24,,
,,대학전체,1127,*DU한국어3,3,3-0-0,진춘기,없음금(09:00-10:15) | 금(10:30-11:45),경영1관-14,,
,,대학전체,1128,*DU한국어3,3,3-0-0,이화숙,없음금(09:00-10:15) | 금(10:30-11:45),경영1관-14,,
,,대학전체,1129,*DU한국어3,3,3-0-0,김윤서,없음금(09:00-10:15) | 금(10:30-11:45),경영1관-14,,
,,대학전체,1130,*DU한국어3,3,3-0-0,이채훈,없음금(09:00-10:15) | 금(10:30-11:45),경영1관-14,,
,,대학전체,1131,*DU한국어4,3,3-0-0,김미경,없음수(09:00-10:15) | 수(10:30-11:45),경영1관-14,,
,,대학전체,1132,*DU한국어4,3,3-0-0,진춘기,없음금(13:30-14:45) | 금(15:00-16:15),인문2관-24,,
,,대학전체,1133,*DU한국어4,3,3-0-0,이채훈,없음금(13:30-14:45) | 금(15:00-16:15),인문1관-14,,
자유,1,대학전체,1134,*DU한국어4,3,3-0-0,양건분,없음수(13:30-14:45) | 수(15:00-16:15),인문1관-14,,
,,대학전체,1135,*DU한국어4,3,3-0-0,박규정,없음월(09:00-10:15) | 월(10:30-11:45),경영1관-14,,
,,대학전체,1136,*DU한국어4,3,3-0-0,장승연,없음월(09:00-10:15) | 월(10:30-11:45),경영1관-14,,
,,대학전체,1137,컴퓨터처럼생각하기,3,3-0-0,정선영 없음,,외부가상외부가상,,
,,대학전체,1138,처음만나는전기회로,,,와PCB설계 3 3-0-0 류정탁 없음,,외부가상외부가상,,
,,대학전체,1139,영어자막을통한듣기,,,연습 3 3-0-0 류혜경,없음화(13:30-14:45) | 목(15:00-16:15),인문2관-23,,
,,대학전체,1140,*문화교류,2,2-0-0,매리 캐서 린 아리오,없음월(14:00-15:50),경영1관-13,,
,,대학전체,1141,*한국문화와예절,2,2-0-0,패트릭트 래블스,없음목(14:00-15:50),생과2관-11,,
,,대학전체,1142,*글로벌한국대중문,,,화 2 2-0-0 케빈 스콧 갤브래스,없음화(14:00-15:50),경영1관-14,,
,,대학전체,1143,재활·보건·복지소양,,,과인성 2 2-0-0 김환 없음,,외부가상외부가상,,
,,대학전체,1144,문학과인간,3,3-0-0,강민건,없음화(12:00-13:15) | 목(12:00-13:15),사범1관-11,,
,,대학전체,1145,*대학영어1,2,2-0-0,정 앤디 에 이치 티,없음월(10:00-11:50),인문2관-22,,
,,대학전체,1146,*대학영어1,2,2-0-0,판티노플 레 신티아,없음월(10:00-11:50),인문2관-23,,
,,대학전체,1147,*대학영어1,2,2-0-0,리차드 제 임스 갈랜,없음월(10:00-11:50),인문1관-13,,
,,대학전체,1148,*대학영어1,2,2-0-0,판티노플 레 신티아,없음월(13:00-14:50),인문2관-22,,
,,대학전체,1149,*대학영어1,2,2-0-0,리차드 제 임스 갈랜,없음월(13:00-14:50),인문2관-23,,
,,대학전체,1150,*대학영어1,2,2-0-0,정 앤디 에 이치 티,없음월(13:00-14:50),인문2관-23,,
,,대학전체,1151,*대학영어1,2,2-0-0,코츠 로버 트 넬슨,없음월(13:00-14:50),인문2관-24,,
,,대학전체,1152,*대학영어1,2,2-0-0,리차드 제 임스 갈랜,없음수(10:00-11:50),인문2관-23,,
,,대학전체,1153,*대학영어1,2,2-0-0,정 앤디 에 이치 티,없음수(10:00-11:50),인문2관-23,,
,,대학전체,1154,*대학영어1,2,2-0-0,판티노플 레 신티아,없음수(10:00-11:50),인문2관-24,,
,,대학전체,1155,*대학영어1,2,2-0-0,정 앤디 에 이치 티,없음수(13:00-14:50),인문2관-22,,
,,대학전체,1156,*대학영어1,2,2-0-0,코츠 로버 트 넬슨,없음수(13:00-14:50),인문2관-23,,
,,대학전체,1157,*대학영어1,2,2-0-0,판티노플 레 신티아,없음수(13:00-14:50),인문2관-23,,
,,대학전체,1158,*대학영어2,2,2-0-0,김태우,없음월(10:00-11:50),인문1관-14,,
,,대학전체,1159,*대학영어2,2,2-0-0,제이슨 아 담 레이너,없음월(10:00-11:50),경영1관-13,,
,,대학전체,1160,*대학영어2,2,2-0-0,크리스틴 안소니 로,없음월(10:00-11:50),경영1관-13,,
,,대학전체,1161,*대학영어2,2,2-0-0,브라인 프 린,없음월(10:00-11:50),경영1관-14,,
자유,1,대학전체,1162,*대학영어2,2,2-0-0,위프 로버 트 보이드,없음월(10:00-11:50),경영1관-13,,
,,대학전체,1163,*대학영어2,2,2-0-0,위프 로버 트 보이드,없음월(13:00-14:50),인문1관-12,,
,,대학전체,1164,*대학영어2,2,2-0-0,제이슨 아 담 레이너,없음월(13:00-14:50),인문1관-13,,
,,대학전체,1165,*대학영어2,2,2-0-0,크리스토 퍼 마틴 워,없음월(13:00-14:50),인문1관-13,,
,,대학전체,1166,*대학영어2,2,2-0-0,김태우,없음월(13:00-14:50),인문1관-13,,
,,대학전체,1167,*대학영어2,2,2-0-0,크리스틴 안소니 로,없음월(13:00-14:50),인문2관-24,,
,,대학전체,1168,*대학영어2,2,2-0-0,크리스틴 안소니 로,없음수(10:00-11:50),인문1관-13,,
,,대학전체,1169,*대학영어2,2,2-0-0,김태우,없음수(10:00-11:50),인문1관-13,,
,,대학전체,1170,*대학영어2,2,2-0-0,브라인 프 린,없음수(10:00-11:50),인문2관-24,,
,,대학전체,1171,*대학영어2,2,2-0-0,위프 로버 트 보이드,없음수(10:00-11:50),인문2관-24,,
,,대학전체,1172,*대학영어2,2,2-0-0,제이슨 아 담 레이너,없음수(10:00-11:50),인문1관-13,,
,,대학전체,1173,*대학영어2,2,2-0-0,크리스틴 안소니 로,없음수(13:00-14:50),인문1관-12,,
,,대학전체,1174,*대학영어2,2,2-0-0,브라인 프 린,없음수(13:00-14:50),인문1관-12,,
,,대학전체,1175,*대학영어2,2,2-0-0,위프 로버 트 보이드,없음수(13:00-14:50),인문1관-13,,
,,대학전체,1176,*대학영어2,2,2-0-0,제이슨 아 담 레이너,없음수(13:00-14:50),인문1관-13,,
,,대학전체,1177,*대학영어2,2,2-0-0,김태우,없음수(13:00-14:50),인문2관-24,,
,,대학전체,1178,*대학영어3,2,2-0-0,매리 캐서 린 아리오,없음월(10:00-11:50),생과1관-14,,
,,대학전체,1179,*대학영어4,2,2-0-0,허퍼 덕,없음월(13:00-14:50),인문2관-24,,
,,대학전체,1180,일상생활과수학,3,3-0-0,김래용 없음,월(12:00-13:15) | 수(12:00-13:15),경영1관-13,,블렌디드러 닝
,,대학전체,1181,**경제와사회,3,2-0-1,정규성 없음,실무교과목금(09:00-10:15) | 금(10:30-11:45),재과1관-12,,
,,대학전체,1182,**웰니스신체활동,3,2-0-1,박우석,없음화(09:00-10:15) | 화(10:30-11:45),체육관,,
,,대학전체,1183,초고령사회산업변화,,,및노후설계서비스 3 3-0-0 천득출,없음월(13:30-14:45) | 월(15:00-16:15),경영1관-14,,
,,대학전체,1184,국제개발협력의이해,3,3-0-0,서영화,없음수(09:00-10:15) | 수(10:30-11:45),경영1관-13,,
,,대학전체,1185,**사회적의사소통,3,2-0-1,이주원,없음월(13:30-14:45) | 목(13:30-14:45),재과1관-12,,
,,대학전체,1186,졸업하면사장님,2,0-0-2,이재현,없음화(15:00-16:50),경영1관-14,,
,,대학전체,1187,영화에담긴실용영어,,,3 3-0-0,없음월(15:00-16:15) | 수(13:30-14:45),윤관희 경영1관-14,와문화,
,,대학전체,1188,서비스디자인창업스,,,튜디오 2 2-0-0,없음화(13:00-14:50),경영1관-12,,
,,대학전체,1189,글로벌기업가정신과,,,비즈니스영어 2 2-0-0 류혜경,없음월(13:00-14:50),인문1관-12,,
자유,1,대학전체,1190,로컬콘텐츠창업,2,2-0-0,최정운,없음목(09:00-10:50),경영1관-11,,
,,대학전체,1191,*한국어와한국문화,,,중급4 3 3-0-0 한령,없음월(15:00-16:15) | 월(16:30-17:45),인문1관-14,,
,,대학전체,1192,*한국어와한국문화,,,중급3 3 3-0-0 양건분,없음월(09:00-10:15) | 월(10:30-11:45),경영1관-14,문화콘텐츠학부,
자유,1,문화콘텐츠,1208,공연예술의초대,3,3-0-0,서요성,없음월(13:30-14:45) | 수(15:00-16:15),인문1관-13,,
,,문화콘텐츠,1209,K-POP으로배우는한,,,3 3-0-0 이희정 없음,,K∼MOOCK∼MOOC,국대중문화,
,,문화콘텐츠,1210,스토리텔링으로만나,,,는k-드라마 3 3-0-0 양진오 없음,,K∼MOOCK∼MOOC,,공공인재대학
자유,1,공공인재,1269,법과시민생활,3,3-0-0,강태원 공공인재-13,없음월(13:30-14:45) | 수(15:00-16:15),,,
,,공공인재,1270,기본영어독해,3,3-0-0,이동춘 없음,,DU∼MOO DU∼MOOC,,C
,,공공인재,1271,한국사회와행정,3,3-0-0,없음,,K∼MOOCK∼MOOC,,함요상
,,공공인재,1273,와인의이해,3,3-0-0,기광도 공공인재-13,없음월(12:00-13:15) | 수(12:00-13:15),,,
,,공공인재,1274,주소정보학,3,3-0-0,양성철 없음,,K∼MOOCK∼MOOC,,
,,공공인재,1275,현대도시문제의이해,3,3-0-0,장명준 공공인재-13 자유 1 대학,없음화(09:00-10:15) | 목(10:30-11:45),,글로벌경영대학 글로벌경영,
,,,1389,한자의이해,3,3-0-0,최장근,없음월(10:30-11:45) | 수(09:00-10:15),경영1관-13,글로벌경영,대학
,,,1390,비즈니스의이해,3,3-0-0,권순재,없음월(15:00-16:15) | 수(13:30-14:45),경영1관-13,글로벌경영,대학
,,,1392,글로벌시대의리더십,3,3-0-0,이기은,화(12:00-13:15) | 목(12:00-13:15),경영1관-12,글로벌경영,대학
,,,1393,"무역과전쟁,그공존의",,,3 3-0-0 심종석,없음월(12:00-13:15) | 수(12:00-13:15),경영1관-13,역사 글로벌경영,대학
,,,1394,영화속경제학,3,3-0-0,황진태,없음화(12:00-13:15) | 목(12:00-13:15),경영1관-14,글로벌경영,대학
,,,1395,미디어로배우는실전,,,영어 3 3-0-0 송자현,없음화(15:00-16:15) | 목(13:30-14:45),경영1관-13,글로벌경영,대학
,,,3907,지역체험관광의이해,3,3-0-0,이응진,없음월(09:00-10:15) | 수(10:30-11:45),경영1관-12,사회과학대학,
자유,1,사회대,1453,사회적경제의이해,3,3-0-0,이승협,없음화(13:30-14:45) | 목(15:00-16:15),사과1관-14,,
,,사회대,1454,재난과정신건강,3,3-0-0,현진희 없음,,K∼MOOCK∼MOOC,,보건바이오대학 자유 1 보건바이오 대학
,,,1560,생명과학입문,3,3-0-0,홍창수,없음월(16:30-17:45) | 수(16:30-17:45),생과3관-13,,IT·공과대학 자유 1 IT·공과대
,,,1728,환경오염,3,3-0-0,김문현,없음화(13:30-14:45) | 목(15:00-16:15),공학6관-64,,IT·공과대
,,,1729,생활속교통의이해,3,3-0-0,이영우,없음월(15:00-16:15) | 수(13:30-14:45),공학1관-02,,IT·공과대
,,,1730,기술창업의이해,2,2-0-0,김수연,없음목(15:00-16:50),공학5관-53,,IT·공과대
,,,1731,숲과생태환경,3,3-0-0,박영대,없음화(15:00-16:15) | 목(13:30-14:45),공학1관-02,,IT·공과대
,,,1732,진화하는호모테크니,,,쿠스 2 2-0-0 조현우,없음금(11:00-12:50),공학1관-02,,IT·공과대
,,,1733,AI와4차산업혁명,3,3-0-0,여준호,없음월(10:30-11:45) | 수(09:00-10:15),공학5관-51,,IT·공과대
,,,1734,시민사회와법,3,3-0-0,박효근,없음화(12:00-13:15) | 목(12:00-13:15),공학1관-02,,IT·공과대
,,,1735,MATLAB이용숫자인,,,3 3-0-0 최용호 없음,,K∼MOOCK∼MOOC,,식머신러닝알고리즘 IT·공과대
,,,1736,식생활과건강관리,3,3-0-0,김윤희 없음,,DU∼MOO DU∼MOOC,디자인예술대학,C
자유,1,디예대,1817,조형표현의이해,3,3-0-0,권주한,없음월(13:30-14:45) | 수(15:00-16:15),디예2관-22,,
,,디예대,1818,어패럴패턴캐드,3,3-0-0,최영림 없음,,K∼MOOCK∼MOOC,,
,,디예대,1819,웹툰과영화속의미술,3,3-0-0,장진,없음월(12:00-13:15) | 수(12:00-13:15),디예2관-22,,
,,디예대,1820,서양미술의이해,3,3-0-0,임윤수 없음,,DU∼MOO DU∼MOOC,,C 사범대학
자유,1,사범대,1933,한국의역사와문화,2,2-0-0,장희흥,없음수(11:00-12:50),사범1관-12,,
,,사범대,1934,기독교사상의이해,3,3-0-0,오정숙,없음월(15:00-16:15) | 수(13:30-14:45),사범1관-12,,
,,사범대,1935,문화와의사소통,3,3-0-0,이민경,없음월(13:30-14:45) | 수(15:00-16:15),사범1관-12,,
,,사범대,1936,경산의역사와문화,2,2-0-0,윤재운 없음,화(10:00-11:50),사범1관-11,,블렌디드러 닝
,,사범대,1937,수어의이해,3,3-0-0,권순우 없음,,K∼MOOCK∼MOOC,,
,,사범대,1938,기초과학수학,3,3-0-0,현창호,화(12:00-13:15) | 목(12:00-13:15),사범1관-12,,
,,사범대,1939,통합교육의이해,3,3-0-0,김영한,없음월(16:30-17:45) | 수(16:30-17:45),사범1관-12,,
,,사범대,1940,생활속유사과학,2,2-0-0,박종근,없음수(10:00-11:50),사범1관-11,,
,,사범대,1941,기초한국어능력시험,,,특강 3 3-0-0 김명광 없음,수(16:30-17:45),사범1관-12,,블렌디드러 닝
,,사범대,1942,이야기하며배우는즐,,,거운수어생활 3 3-0-0 권순우 없음,,K∼MOOCK∼MOOC,재활과학대학,
자유,1,재과대,2065,기독교와재활,3,3-0-0,이근민,월(13:30-14:45) | 수(15:00-16:15),재과1관-12,,
,,재과대,2066,노화와운동,2,2-0-0,김경,월(10:00-11:50),재과1관-12,,
,,재과대,2067,인간발달과건강증진,3,3-0-0,김영복,없음월(12:00-13:15) | 수(12:00-13:15),재과1관-12,,
,,재과대,2068,재활과평화,2,2-0-0,김환,없음수(10:00-11:50),재과1관-12,,
,,재과대,2069,슬기로운대학생활:동,,,3,,"기,멘탈,관계,진로까 DU∼MOO DU∼MOOC",체육레저학부,3-0-0 조현재 없음 C
자유,1,체육레저,2144,초급볼링,3,2-2-0,한건수,없음수(13:00-16:50),체육실습실,,
,,체육레저,2145,장애인체육의이해,2,2-0-0,남인수,없음수(10:00-11:50),인문1관-14,,
,,체육레저,2146,소매틱재활,3,3-0-0,권욱동 없음,,K∼MOOCK∼MOOC,,
,,체육레저,2147,스포츠행동과심리,2,1-2-0,김용규,없음월(14:00-16:50),인문1관-13,,
,,체육레저,2148,체중조절길라잡이,3,3-0-0,이종삼,없음월(12:00-13:15) | 수(12:00-13:15),인문1관-12,,
,,체육레저,2149,피트니스와건강관리,2,1-2-0,최문영,없음화(09:00-11:50),인문1관-14,,
,,체육레저,2150,수상스포츠입문,2,1-2-0,박재암,없음화(09:00-11:50),인문1관-14,,자유전공학부
자유,1,자유,2184,계절스포츠,2,1-2-0,최종필 없음,집중수업수(15:00-17:50),인문1관-12,,
,,자유,2185,웰니스워킹,2,1-2-0,최종필,없음목(09:00-11:50),인문1관-13,,
,,자유,2186,트레킹,2,1-2-0,최종필 없음,집중수업화(12:00-14:50),인문1관-13,,
,,자유,2187,아이디어와발명,3,3-0-0,박영식 없음,,DU∼MOO DU∼MOOC,,C
,,자유,2188,영상과함께하는기후,,,와환경위기 3 3-0-0 박영식,없음월(13:30-14:45) | 수(15:00-16:15),경영1관-13,,
,,자유,2189,생활축구교실,2,1-2-0,최종필,없음목(12:00-14:50),인문2관-22,,
,,자유,2190,전국지역별음식문화,,,기행 3 3-0-0 최종필,없음월(15:00-16:15) | 수(13:30-14:45),인문1관-13,,
,,자유,2191,혼자떠나는일본여행,3,3-0-0,최종필,없음월(10:30-11:45) | 수(09:00-10:15),인문1관-13,,간호대학
자유,1,간호,2215,재활심리의기초,2,2-0-0,하태희 간호대1301,수(09:00-10:50),,,
,,간호,2216,재미있는유전학,2,2-0-0,장군자 간호대 1307 글로컬라이프대학 자유 1 글로컬라이 프,없음화(09:00-10:50),,,
,,,2228,사랑과연애,3,2-0-1,이규호 없음,수(15:00-16:15),경영1관-13,,블렌디드러 닝
